ID,imputed_columns,imputation_type,timestamp
A-123859,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123860,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123861,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123862,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123864,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123866,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123867,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123871,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123874,"Humidity(%), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-123875,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123878,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123879,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123880,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123881,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123883,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123885,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123887,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123888,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123891,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123892,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123894,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123895,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123898,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123899,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123900,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123901,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123903,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123904,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123906,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123907,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123908,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123909,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123912,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123913,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123914,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123916,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123924,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123930,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123933,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123936,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123937,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123943,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123944,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123946,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123947,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-123950,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-123959,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1239675,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-124019,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124023,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124033,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124035,"Temperature(F), Humidity(%), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-124055,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-124067,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124074,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124079,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124081,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-124089,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124099,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124115,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-124124,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-124129,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-124130,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-124156,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-124161,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-124167,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-124195,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124205,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124206,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124207,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124208,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124209,"Temperature(F), Humidity(%), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-124211,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124214,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124217,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124218,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124221,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124222,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124224,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124231,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124232,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124233,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124234,"Temperature(F), Humidity(%), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-124236,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124237,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124238,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124239,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124240,"Humidity(%), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-124245,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124246,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124249,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124257,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124258,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124266,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124267,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124274,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124282,"Temperature(F), Humidity(%), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1243079,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1243084,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1243114,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124320,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-1243355,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1243365,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-124348,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124375,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-124410,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124455,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124460,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124463,"Temperature(F), Humidity(%), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-124468,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124476,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124478,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124479,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1244804,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124481,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124493,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124502,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124503,"Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1245062,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1245064,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1245069,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124507,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1245079,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-124511,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124518,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124521,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124539,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124544,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124567,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124613,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-124623,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124626,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-124628,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124633,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124640,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124641,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124648,"Temperature(F), Humidity(%), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-124651,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124653,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1246536,"Temperature(F), Humidity(%), Pressure(in), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-124656,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124659,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124660,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124667,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124669,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124670,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124671,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124675,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1246827,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-124683,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1246832,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124684,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124690,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124700,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124723,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1247700,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1247707,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-124773,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124800,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124801,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-124806,"Temperature(F), Humidity(%), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-124824,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124827,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124834,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124839,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124847,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-124930,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-124971,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1249740,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125008,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125017,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125035,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125048,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-125053,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125081,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-125134,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-125138,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-125161,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125192,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125195,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125203,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125209,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125214,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-125222,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125227,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125236,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125237,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125239,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125241,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125242,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-125264,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125265,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1252779,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1252780,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-125290,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125294,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125323,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-125394,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125396,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125397,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125398,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125399,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125403,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125404,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125408,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125410,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125413,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125414,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125416,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125435,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125439,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125443,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125444,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125452,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1254557,"Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-125457,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125458,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1254582,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125463,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125477,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125478,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1254836,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1254838,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1254841,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1254844,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-125500,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125502,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125512,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-125513,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-125606,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125607,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125623,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125628,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125629,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125632,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125633,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125634,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1256412,"Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-125650,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125657,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125663,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125703,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1257366,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1257370,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1257373,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1257374,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1257392,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1257626,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-125788,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125790,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125795,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125802,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125804,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125807,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125808,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125812,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125813,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125814,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125818,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125819,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125820,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125821,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125825,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125840,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125844,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125846,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125850,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125863,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125868,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125869,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125876,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125883,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125884,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125894,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1259073,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1259152,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1259156,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-125980,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125988,"Temperature(F), Humidity(%), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-125989,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125990,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125995,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125997,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125998,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-125999,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126000,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-126003,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126006,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126008,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126012,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126014,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126020,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126021,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126022,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126028,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126029,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126032,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126034,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126035,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126036,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126038,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126059,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1260798,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1260804,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1260820,"Temperature(F), Humidity(%), Pressure(in), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-126093,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126111,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126112,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126133,"Temperature(F), Humidity(%), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-126135,"Temperature(F), Humidity(%), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1261407,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126159,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126179,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-126185,"Temperature(F), Humidity(%), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-126191,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-126209,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126212,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126213,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1262568,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1262603,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-126300,"Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-126301,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126302,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126304,"Temperature(F), Humidity(%), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-126306,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126308,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126309,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126311,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126312,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126313,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-126314,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
